customer_id,first_name,last_name,gender,dob,city,state,occupation,account_open_date,account_type,balance,credit_score,loan_status,loan_id,loan_type,loan_amount,interest_rate,tenure_months,start_date,end_date,status_loan,transaction_id,transaction_date,transaction_type,amount,transaction_mode,merchant,status_transaction
4351,Anika,Thakkar,M,1997-06-08,Chennai,Maharashtra,Student,2016-10-31,Current,425538.47,848,Defaulted,,,,,,,,,3946,2024-12-07 03:52:38,Deposit,4628.6,Online,,Success
4352,Mehul,Dugar,F,1986-04-23,Hyderabad,Uttarakhand,Student,2025-06-29,Salary,121511.61,791,No Loan,,,,,,,,,32812,2024-05-11 05:23:53,Bill Payment,3545.31,Online,PhonePe,Success
4353,Alisha,Deo,O,1994-12-22,Mumbai,Jharkhand,Other,2019-07-23,Fixed Deposit,190600.02,684,Defaulted,,,,,,,,,16968,2023-11-30 05:56:45,Transfer,11803.89,Branch,Flipkart,Success
4354,Manikya,Sami,M,1999-02-19,Mumbai,Odisha,Business,2016-06-03,Salary,172693.67,599,No Loan,,,,,,,,,32406,2025-07-19 15:59:05,Withdrawal,1302.28,Branch,,Success
4355,Prerak,Agate,M,1972-01-22,Kolkata,Mizoram,Business,2022-06-25,Salary,175785.91,607,Active,1585.0,Business,2116737.89,8.9,72.0,2024-07-18,2030-07-18,Defaulted,13677,2023-11-02 04:07:28,Transfer,18882.53,UPI,Amazon,Success
4355,Prerak,Agate,M,1972-01-22,Kolkata,Mizoram,Business,2022-06-25,Salary,175785.91,607,Active,1981.0,Car,2069280.09,10.48,12.0,2024-09-12,2025-09-12,Active,13677,2023-11-02 04:07:28,Transfer,18882.53,UPI,Amazon,Success
4356,Madhup,Tara,F,1970-05-13,Kolkata,Manipur,Business,2016-06-14,Savings,443974.47,307,Active,753.0,Car,475569.99,13.25,12.0,2021-03-19,2022-03-19,Defaulted,31955,2023-12-03 06:06:14,Withdrawal,25024.59,UPI,,Success
4357,Aarav,Kale,O,1971-01-10,Ahmedabad,Arunachal Pradesh,Teacher,2022-07-08,Fixed Deposit,285770.9,507,Defaulted,,,,,,,,,20521,2024-05-24 13:52:12,Deposit,92883.31,UPI,,Success
4358,Heer,Talwar,O,1959-12-11,Pune,Nagaland,Retired,2020-06-02,Salary,373200.24,325,No Loan,,,,,,,,,306,2025-04-27 00:21:12,Deposit,20506.33,Branch,,Success
4359,Damini,Vig,F,1983-02-15,Delhi,Telangana,Student,2016-01-16,Current,6751.48,485,Defaulted,,,,,,,,,24858,2024-04-08 14:26:58,Deposit,6031.63,UPI,,Success
4360,Tiya,Rama,M,2006-12-11,Kolkata,Sikkim,Business,2020-12-21,Current,155324.79,350,Defaulted,788.0,Personal,1433239.99,8.35,12.0,2023-10-02,2024-10-02,Active,19826,2024-04-28 19:59:20,Transfer,995.64,UPI,BigBasket,Success
4361,Kavya,Chhabra,F,1958-04-01,Pune,Nagaland,Doctor,2024-03-18,Fixed Deposit,349287.92,459,Active,,,,,,,,,15806,2023-12-01 07:41:20,Deposit,2558.84,Online,,Success
4362,Reyansh,Sridhar,F,1999-10-07,Chennai,Bihar,Other,2025-02-28,Savings,435882.1,504,Defaulted,,,,,,,,,14676,2025-03-08 16:05:15,Transfer,2233.97,Online,Water Board,Success
4363,Jhanvi,Seshadri,F,1970-09-29,Pune,Karnataka,Engineer,2022-05-20,Current,100342.07,310,No Loan,,,,,,,,,25741,2023-10-26 20:58:29,Transfer,2130.76,Branch,PayTM,Success
4364,Neysa,Chaudhry,M,1966-10-29,Pune,Andhra Pradesh,Doctor,2025-01-13,Savings,24082.84,708,Active,,,,,,,,,25621,2024-03-20 17:03:31,Transfer,5151.28,UPI,Water Board,Success
4365,Dhanush,Gala,M,2001-05-20,Kolkata,Rajasthan,Doctor,2023-01-26,Fixed Deposit,431354.63,839,Active,,,,,,,,,34264,2024-12-14 20:03:27,Withdrawal,6285.84,UPI,,Success
4366,Akarsh,Bawa,F,1971-06-24,Kolkata,Chhattisgarh,Teacher,2023-12-05,Savings,124126.96,686,Active,,,,,,,,,32674,2024-12-30 03:32:55,Withdrawal,16688.12,ATM,,Failed
4367,Jayan,Saha,O,2005-10-05,Bangalore,Jharkhand,Teacher,2020-02-27,Salary,167573.64,774,Defaulted,1774.0,Car,892653.51,8.02,12.0,2023-07-09,2024-07-09,Closed,25517,2025-08-14 06:46:25,Deposit,258.92,Branch,,Success
4368,Zeeshan,Buch,O,2000-06-24,Delhi,Maharashtra,Other,2020-02-20,Current,334959.29,506,Active,,,,,,,,,23265,2025-09-30 13:20:56,Withdrawal,1632.68,UPI,,Success
4369,Taran,Bava,O,1968-08-26,Hyderabad,Tripura,Other,2018-07-21,Savings,135759.17,647,Defaulted,,,,,,,,,9364,2025-06-06 08:15:38,Withdrawal,727.93,UPI,,Success
4370,Hrishita,Saraf,F,1974-06-01,Chennai,Nagaland,Retired,2021-01-11,Current,208692.3,343,No Loan,,,,,,,,,49629,2025-08-18 19:46:53,Deposit,5204.43,ATM,,Success
4371,Dhanuk,Brahmbhatt,F,1998-04-01,Delhi,West Bengal,Student,2016-12-06,Salary,344865.43,441,No Loan,,,,,,,,,32415,2024-03-21 03:41:10,Transfer,450.48,Online,Electricity Board,Success
4372,Nakul,Bali,M,1963-01-11,Mumbai,Tripura,Doctor,2015-10-27,Fixed Deposit,429477.36,748,Defaulted,,,,,,,,,44460,2025-05-07 12:56:12,Transfer,14453.51,Branch,Amazon,Failed
4373,Jayesh,Bhandari,M,2007-03-09,Mumbai,Tripura,Engineer,2020-05-11,Current,393047.63,434,Active,,,,,,,,,38581,2025-08-20 04:08:57,Deposit,544.35,Online,,Failed
4374,Gatik,Krishna,O,1985-06-22,Pune,Tripura,Retired,2021-07-04,Fixed Deposit,448339.96,476,No Loan,617.0,Home,1118894.11,7.52,72.0,2025-03-18,2031-03-18,Active,48420,2024-05-24 06:22:43,Transfer,1455.29,UPI,Electricity Board,Success
4375,Diya,Bhat,M,1991-02-22,Pune,Meghalaya,Retired,2023-09-06,Current,347715.54,440,Active,1370.0,Personal,1380545.63,14.49,72.0,2023-11-03,2029-11-03,Closed,24654,2024-08-30 17:42:49,Deposit,2085.49,UPI,,Success
4375,Diya,Bhat,M,1991-02-22,Pune,Meghalaya,Retired,2023-09-06,Current,347715.54,440,Active,1401.0,Personal,1261804.36,8.24,48.0,2023-04-12,2027-04-12,Active,24654,2024-08-30 17:42:49,Deposit,2085.49,UPI,,Success
4375,Diya,Bhat,M,1991-02-22,Pune,Meghalaya,Retired,2023-09-06,Current,347715.54,440,Active,1615.0,Personal,4893360.53,9.5,12.0,2024-11-17,2025-11-17,Active,24654,2024-08-30 17:42:49,Deposit,2085.49,UPI,,Success
4376,Vedika,Barman,F,2000-03-22,Kolkata,Kerala,Teacher,2020-07-01,Savings,472547.41,355,Defaulted,,,,,,,,,5344,2024-04-09 12:50:29,Deposit,13622.71,Branch,,Success
4377,Jayesh,Hari,O,1961-01-10,Hyderabad,Uttar Pradesh,Other,2021-10-09,Fixed Deposit,369733.98,718,Defaulted,,,,,,,,,44260,2024-03-06 13:43:04,Deposit,17857.95,ATM,,Success
4378,Ojas,Seshadri,F,1967-08-25,Ahmedabad,Andhra Pradesh,Student,2025-01-15,Savings,421843.29,307,No Loan,,,,,,,,,28090,2024-02-01 03:53:10,Deposit,3370.15,Online,,Success
4379,Chirag,Bumb,O,1996-12-23,Mumbai,Chhattisgarh,Retired,2017-03-27,Savings,371706.51,796,No Loan,992.0,Home,2044715.36,6.63,24.0,2021-11-11,2023-11-11,Closed,19794,2025-05-19 10:24:25,Deposit,10914.62,UPI,,Success
4380,Elakshi,Tandon,M,1978-01-16,Kolkata,Tamil Nadu,Retired,2018-06-29,Savings,266810.15,544,Active,1577.0,Personal,4809085.0,9.92,72.0,2022-05-31,2028-05-31,Defaulted,19869,2025-05-19 06:35:44,Deposit,24686.31,UPI,,Failed
4381,Anvi,Shukla,M,1991-02-27,Hyderabad,Rajasthan,Business,2019-01-25,Salary,127078.84,530,Active,159.0,Home,3036461.55,9.0,48.0,2025-01-27,2029-01-27,Defaulted,20828,2025-07-17 21:26:16,Deposit,10645.53,Online,,Success
4382,Shlok,Varkey,M,1978-09-04,Hyderabad,Madhya Pradesh,Teacher,2016-04-09,Salary,155114.79,474,Defaulted,1285.0,Car,1100020.72,10.28,36.0,2021-11-15,2024-11-15,Defaulted,31983,2023-12-16 11:05:38,Deposit,2347.04,UPI,,Success
4383,Ehsaan,Swamy,F,2006-04-06,Bangalore,Mizoram,Student,2023-02-13,Savings,148170.64,689,No Loan,,,,,,,,,12685,2024-06-11 09:33:18,Deposit,5284.53,Online,,Success
4384,Lakshit,Chacko,F,2007-07-25,Chennai,Gujarat,Retired,2022-08-11,Salary,48691.65,599,No Loan,1857.0,Home,4851131.59,11.58,120.0,2024-10-19,2034-10-19,Active,32192,2023-11-03 12:28:53,Withdrawal,8197.65,UPI,,Success
4385,Urvi,Raj,O,1997-01-10,Kolkata,Telangana,Other,2023-12-27,Salary,141686.51,311,Closed,696.0,Car,1764499.34,11.3,120.0,2021-12-08,2031-12-08,Defaulted,42782,2024-02-06 09:13:14,Deposit,1279.09,Branch,,Success
4386,Shanaya,Comar,F,2002-03-21,Mumbai,Uttarakhand,Business,2016-11-25,Current,27150.44,531,Closed,,,,,,,,,7620,2025-04-06 09:07:53,Withdrawal,29636.29,UPI,,Pending
4387,Ivana,Solanki,M,1999-06-23,Pune,Manipur,Teacher,2024-03-04,Fixed Deposit,360907.7,577,No Loan,783.0,Car,2228713.82,12.87,24.0,2023-12-09,2025-12-09,Closed,7814,2023-12-24 22:13:03,Withdrawal,2196.4,Branch,,Success
4388,Nayantara,Gour,M,1981-02-12,Pune,Gujarat,Business,2021-03-31,Current,325396.13,602,Closed,1237.0,Education,3059457.28,7.32,36.0,2023-02-10,2026-02-10,Defaulted,16634,2024-02-07 07:14:40,Transfer,41553.88,Online,Flipkart,Success
4389,Alisha,Chandra,M,1957-08-15,Delhi,Andhra Pradesh,Student,2016-05-20,Savings,196578.65,376,Defaulted,245.0,Home,312947.09,12.86,120.0,2022-08-22,2032-08-22,Closed,2180,2024-05-24 06:12:34,Deposit,4643.25,Branch,,Success
4390,Advik,Salvi,M,1993-08-13,Hyderabad,Kerala,Retired,2021-10-23,Salary,56094.34,323,No Loan,,,,,,,,,36770,2025-01-18 22:03:21,Deposit,5556.16,Online,,Success
4391,Zeeshan,Shere,M,1998-11-28,Chennai,Uttarakhand,Business,2021-07-11,Salary,466134.82,824,No Loan,,,,,,,,,38806,2024-07-25 05:27:58,Deposit,2843.43,ATM,,Success
4392,Anahi,Basak,F,1955-04-09,Chennai,Chhattisgarh,Student,2021-02-15,Salary,18755.49,626,Defaulted,485.0,Education,1873136.39,9.41,60.0,2022-12-03,2027-12-03,Closed,7333,2025-03-09 23:12:45,Withdrawal,31434.72,ATM,,Success
4393,Jhanvi,Sinha,F,1961-04-18,Hyderabad,Bihar,Student,2024-08-14,Fixed Deposit,382254.37,788,Defaulted,,,,,,,,,30713,2024-08-25 17:18:58,Withdrawal,12458.09,ATM,,Success
4394,Anika,Kota,M,1995-02-10,Delhi,Nagaland,Other,2018-01-27,Current,116559.91,463,Closed,,,,,,,,,46145,2025-02-27 05:01:19,Transfer,3031.77,Branch,BigBasket,Pending
4395,Fateh,Ratta,F,1992-04-20,Mumbai,Uttar Pradesh,Business,2021-07-24,Savings,405341.35,723,Closed,983.0,Education,2120926.11,13.93,24.0,2023-08-27,2025-08-27,Defaulted,46809,2023-12-29 09:29:04,Withdrawal,6257.81,ATM,,Success
4395,Fateh,Ratta,F,1992-04-20,Mumbai,Uttar Pradesh,Business,2021-07-24,Savings,405341.35,723,Closed,1685.0,Education,539388.38,6.84,72.0,2021-03-07,2027-03-07,Active,46809,2023-12-29 09:29:04,Withdrawal,6257.81,ATM,,Success
4396,Nirvaan,Dugal,F,1956-12-22,Pune,Nagaland,Retired,2021-02-27,Salary,470626.66,681,Closed,,,,,,,,,9518,2024-06-01 20:40:37,Bill Payment,16282.09,UPI,Electricity Board,Success
4397,Armaan,Varughese,M,1983-09-24,Bangalore,Bihar,Retired,2020-10-03,Savings,93730.2,367,Active,,,,,,,,,38795,2025-06-15 12:07:34,Deposit,6117.83,Branch,,Success
4398,Nitya,Biswas,O,1958-07-02,Hyderabad,Tamil Nadu,Business,2020-11-14,Current,213846.3,690,Closed,,,,,,,,,34168,2024-07-18 13:49:54,Bill Payment,3941.65,ATM,BigBasket,Success
4399,Indrans,Dey,M,1972-05-04,Delhi,Karnataka,Retired,2022-03-22,Fixed Deposit,12113.96,558,Closed,,,,,,,,,15722,2024-02-14 09:34:04,Deposit,33604.62,ATM,,Success
4400,Eva,Gopal,O,1982-10-21,Bangalore,Assam,Retired,2017-01-11,Fixed Deposit,212821.92,394,No Loan,1355.0,Education,1459761.85,13.79,120.0,2025-07-03,2035-07-03,Active,25798,2025-07-04 01:23:12,Withdrawal,4557.65,ATM,,Success
4401,Seher,Doctor,M,1988-09-02,Kolkata,Maharashtra,Other,2021-01-04,Salary,141037.15,545,Closed,,,,,,,,,28685,2025-06-10 08:21:29,Withdrawal,7052.43,Online,,Success
4402,Raunak,Gade,O,1956-04-24,Pune,Goa,Student,2016-03-17,Salary,77529.05,486,Defaulted,,,,,,,,,45683,2024-08-17 10:51:50,Transfer,2535.18,Branch,IRCTC,Failed
4403,Hiran,Lala,O,2003-03-15,Pune,Punjab,Doctor,2017-05-07,Current,393697.36,672,Defaulted,241.0,Home,3910102.44,12.77,48.0,2025-08-15,2029-08-15,Active,20384,2024-12-03 21:48:20,Withdrawal,403.14,Online,,Success
4404,Taran,Bhandari,M,1995-07-25,Pune,Bihar,Doctor,2017-06-20,Salary,180720.91,707,Active,,,,,,,,,2876,2025-06-19 05:04:18,Withdrawal,2725.85,ATM,,Success
4405,Samar,Wali,F,1972-09-28,Delhi,Bihar,Student,2021-06-11,Salary,144679.11,640,No Loan,1537.0,Personal,2963786.17,13.89,84.0,2021-03-28,2028-03-28,Active,42271,2024-03-09 08:49:05,Transfer,1342.72,UPI,Reliance,Success
4406,Lakshit,Manne,F,1967-03-12,Delhi,Uttar Pradesh,Business,2025-07-27,Savings,442153.57,469,Active,248.0,Car,4177887.17,10.93,12.0,2021-01-03,2022-01-03,Active,22995,2024-11-11 04:14:36,Deposit,3714.99,UPI,,Success
4406,Lakshit,Manne,F,1967-03-12,Delhi,Uttar Pradesh,Business,2025-07-27,Savings,442153.57,469,Active,1942.0,Car,2787056.7,13.37,60.0,2023-07-30,2028-07-30,Active,22995,2024-11-11 04:14:36,Deposit,3714.99,UPI,,Success
4407,Badal,Devi,F,1960-02-17,Mumbai,Jharkhand,Student,2019-09-14,Savings,25149.55,535,Defaulted,,,,,,,,,18998,2024-01-02 11:24:12,Deposit,23024.9,Branch,,Success
4408,Tanya,Madan,F,2006-07-11,Delhi,West Bengal,Teacher,2025-02-14,Fixed Deposit,126849.0,356,No Loan,1200.0,Car,3251688.02,13.94,72.0,2024-06-14,2030-06-14,Defaulted,27722,2025-06-08 23:40:45,Transfer,1255.25,ATM,PayTM,Success
4409,Kashvi,Virk,F,1960-03-09,Chennai,Tamil Nadu,Business,2025-02-06,Current,242212.64,398,Defaulted,,,,,,,,,21846,2024-01-26 21:04:29,Transfer,4791.23,UPI,Flipkart,Success
4410,Ishita,Saha,O,1991-12-04,Hyderabad,Jharkhand,Teacher,2020-10-26,Current,229200.99,624,Defaulted,,,,,,,,,13767,2023-12-08 03:16:49,Deposit,65046.05,ATM,,Success
4411,Suhana,Bahri,F,1961-08-07,Chennai,Jharkhand,Engineer,2022-08-19,Fixed Deposit,82225.27,418,Active,,,,,,,,,33099,2025-09-03 18:53:47,Deposit,15981.73,UPI,,Success
4412,Nirvi,Ganesan,F,1983-05-11,Chennai,Himachal Pradesh,Retired,2017-05-06,Fixed Deposit,79224.71,754,Closed,,,,,,,,,20120,2024-02-08 21:38:13,Deposit,4696.32,UPI,,Success
4413,Hiran,Banerjee,F,2005-03-12,Chennai,Bihar,Other,2016-08-25,Current,269171.05,307,Active,,,,,,,,,48404,2025-02-02 04:18:24,Deposit,8382.51,Branch,,Pending
4414,Emir,Walla,F,1994-10-19,Hyderabad,Meghalaya,Business,2015-10-31,Savings,222612.39,815,Closed,738.0,Personal,4930572.87,12.64,72.0,2025-09-05,2031-09-05,Defaulted,41866,2024-11-01 05:22:18,Transfer,3323.83,Branch,Water Board,Success
4415,Zoya,Gole,M,1957-08-28,Delhi,Madhya Pradesh,Student,2023-09-30,Current,196446.12,448,No Loan,1093.0,Education,4868956.43,8.8,60.0,2022-12-07,2027-12-07,Active,13327,2024-08-03 22:55:04,Withdrawal,3149.37,Online,,Success
4416,Prerak,Buch,M,1991-08-24,Delhi,Odisha,Retired,2017-08-01,Current,317943.34,724,Closed,,,,,,,,,42437,2024-03-07 19:04:06,Deposit,17509.03,Online,,Failed
4417,Dhanush,Ganesh,O,1992-12-14,Bangalore,Goa,Business,2019-12-23,Savings,288906.69,730,No Loan,1054.0,Car,596257.53,8.42,24.0,2021-05-22,2023-05-22,Closed,23537,2023-10-22 21:02:38,Deposit,7064.17,UPI,,Success
4418,Rati,Verma,O,1967-05-13,Bangalore,Bihar,Other,2025-06-11,Savings,89144.87,697,Defaulted,,,,,,,,,1282,2024-07-29 22:17:48,Transfer,5013.98,Branch,Flipkart,Success
4419,Anaya,Chopra,M,1997-09-10,Ahmedabad,Telangana,Student,2016-01-19,Fixed Deposit,443893.97,845,Closed,,,,,,,,,22169,2024-09-06 17:49:08,Withdrawal,4196.98,UPI,,Success
4420,Jayan,Shan,M,2002-12-15,Chennai,Uttarakhand,Other,2017-12-02,Fixed Deposit,439179.48,785,Closed,,,,,,,,,21908,2024-12-24 22:20:07,Withdrawal,6637.71,UPI,,Pending
4421,Nakul,Jani,F,2001-03-16,Delhi,Andhra Pradesh,Teacher,2024-06-08,Current,402326.32,531,Active,,,,,,,,,34471,2025-03-15 17:52:54,Deposit,963.28,Branch,,Success
4422,Purab,Mani,F,2001-02-18,Chennai,Uttar Pradesh,Business,2024-08-29,Salary,199629.37,849,Closed,,,,,,,,,34154,2025-08-17 04:35:56,Deposit,29750.43,ATM,,Success
4423,Bhamini,Mahal,F,2004-06-06,Hyderabad,Haryana,Business,2018-12-15,Savings,408111.77,695,Active,879.0,Car,1337574.12,14.04,36.0,2021-04-11,2024-04-11,Defaulted,20009,2023-10-19 06:31:56,Deposit,10101.44,Branch,,Success
4424,Lakshit,Ramesh,O,1958-10-21,Delhi,Sikkim,Teacher,2023-01-28,Fixed Deposit,58643.43,442,No Loan,221.0,Home,1151888.0,8.59,84.0,2025-07-01,2032-07-01,Defaulted,36834,2024-08-31 23:33:41,Deposit,15066.68,Online,,Success
4425,Eva,Dhingra,M,1981-03-13,Chennai,Kerala,Teacher,2019-01-14,Fixed Deposit,479853.45,662,No Loan,,,,,,,,,17727,2025-10-05 02:26:12,Deposit,13773.0,Online,,Success
4426,Kiara,Jha,M,1964-01-13,Ahmedabad,Odisha,Business,2022-08-24,Fixed Deposit,324456.38,576,Closed,,,,,,,,,23005,2024-04-03 17:35:40,Transfer,6653.67,Branch,Flipkart,Success
4427,Nishith,Randhawa,O,1974-05-04,Kolkata,West Bengal,Student,2020-05-06,Savings,84360.78,597,Defaulted,,,,,,,,,31388,2024-07-12 09:17:52,Deposit,21368.79,Branch,,Success
4428,Onkar,Sabharwal,M,1963-04-01,Hyderabad,Punjab,Other,2022-11-30,Fixed Deposit,340096.37,826,Closed,498.0,Home,2845850.65,10.26,12.0,2022-09-09,2023-09-09,Active,34828,2025-03-06 09:42:48,Withdrawal,12964.05,Branch,,Success
4429,Farhan,Jain,O,1988-08-18,Chennai,Odisha,Business,2015-10-16,Fixed Deposit,178954.28,326,Defaulted,,,,,,,,,42863,2024-06-06 17:09:03,Deposit,4737.87,Branch,,Success
4430,Prisha,Bhatt,F,1967-10-10,Mumbai,Odisha,Student,2020-01-25,Savings,129238.88,608,Active,,,,,,,,,6828,2024-06-29 20:25:36,Withdrawal,6943.45,Branch,,Success
4431,Fateh,Sampath,M,1967-04-24,Mumbai,Haryana,Student,2025-08-20,Salary,210274.53,480,No Loan,,,,,,,,,9102,2024-06-10 10:42:54,Transfer,791.32,Online,Gas Supplier,Success
4432,Mehul,Dash,M,1963-10-12,Mumbai,Telangana,Student,2016-06-12,Current,342237.67,342,Defaulted,,,,,,,,,25390,2023-10-10 06:22:11,Transfer,168.98,Online,PhonePe,Success
4433,Piya,Hora,M,1957-12-07,Delhi,Chhattisgarh,Retired,2016-12-28,Savings,271474.64,559,No Loan,,,,,,,,,6129,2025-03-08 17:59:01,Withdrawal,6134.15,Branch,,Success
4434,Faiyaz,Mani,O,1969-08-10,Chennai,Andhra Pradesh,Teacher,2020-06-20,Current,450054.86,554,Defaulted,,,,,,,,,18533,2024-11-25 15:10:55,Withdrawal,3065.55,UPI,,Success
4435,Saanvi,Bhakta,F,1999-02-14,Chennai,Uttarakhand,Retired,2019-05-05,Salary,137931.9,635,No Loan,,,,,,,,,14801,2025-08-05 04:37:54,Deposit,21858.08,ATM,,Success
4436,Zain,Bera,O,2002-02-21,Pune,Karnataka,Business,2015-12-31,Current,222550.12,554,Defaulted,1348.0,Business,2345957.17,12.7,36.0,2024-05-02,2027-05-02,Defaulted,24058,2023-12-16 02:24:45,Deposit,20959.74,UPI,,Success
4437,Hridaan,Borah,F,1968-10-21,Pune,Telangana,Retired,2023-05-16,Salary,135021.22,541,Closed,132.0,Home,4997550.69,13.18,48.0,2024-03-03,2028-03-03,Defaulted,18825,2024-12-22 01:49:38,Withdrawal,23950.63,Branch,,Pending
4437,Hridaan,Borah,F,1968-10-21,Pune,Telangana,Retired,2023-05-16,Salary,135021.22,541,Closed,549.0,Home,2068907.13,12.14,36.0,2021-06-22,2024-06-22,Closed,18825,2024-12-22 01:49:38,Withdrawal,23950.63,Branch,,Pending
4438,Tushar,Gaba,O,1998-11-10,Delhi,Maharashtra,Other,2017-11-10,Savings,35861.1,598,Closed,922.0,Home,843949.68,9.22,24.0,2022-07-07,2024-07-07,Active,24223,2024-11-09 01:04:09,Withdrawal,1366.37,ATM,,Success
4438,Tushar,Gaba,O,1998-11-10,Delhi,Maharashtra,Other,2017-11-10,Savings,35861.1,598,Closed,1438.0,Education,491786.27,7.13,48.0,2023-11-12,2027-11-12,Active,24223,2024-11-09 01:04:09,Withdrawal,1366.37,ATM,,Success
4439,Pihu,Devan,M,1980-07-15,Delhi,Manipur,Business,2024-08-04,Fixed Deposit,165072.1,752,Active,,,,,,,,,10689,2024-05-24 10:16:24,Bill Payment,15829.39,ATM,BigBasket,Success
4440,Myra,Bora,M,1999-11-21,Chennai,Gujarat,Student,2019-03-12,Current,147686.73,837,No Loan,,,,,,,,,17871,2024-07-25 18:30:58,Withdrawal,3392.42,ATM,,Pending
4441,Kanav,Virk,M,1981-04-01,Ahmedabad,Sikkim,Engineer,2021-10-09,Salary,80159.96,430,Defaulted,1022.0,Car,4983832.16,9.5,84.0,2021-05-17,2028-05-17,Defaulted,8875,2024-01-01 10:48:04,Transfer,1188.46,Online,Flipkart,Success
4442,Ayesha,Konda,F,1999-11-01,Pune,Himachal Pradesh,Other,2019-11-23,Savings,442622.65,555,Defaulted,203.0,Home,4475570.3,13.99,120.0,2023-12-27,2033-12-27,Defaulted,10160,2023-12-03 19:09:27,Bill Payment,3516.23,Online,Water Board,Success
4443,Ojas,Agarwal,M,1984-07-13,Kolkata,Maharashtra,Business,2016-08-06,Current,10304.65,362,No Loan,,,,,,,,,41361,2024-01-30 03:58:27,Withdrawal,41690.17,UPI,,Success
4444,Biju,Srinivas,O,1986-04-24,Delhi,Uttarakhand,Engineer,2018-06-18,Current,69809.58,404,Closed,,,,,,,,,18335,2025-08-19 10:38:45,Withdrawal,24630.87,Branch,,Success
4445,Eshani,Dhillon,O,1958-10-27,Mumbai,Gujarat,Doctor,2023-07-27,Salary,398973.7,314,No Loan,,,,,,,,,20440,2025-09-04 14:43:59,Bill Payment,7896.73,ATM,Amazon,Success
4446,Reyansh,Bobal,O,1982-11-24,Delhi,Jharkhand,Other,2017-08-23,Savings,335702.85,711,Closed,,,,,,,,,20837,2025-02-25 19:28:06,Deposit,31433.78,ATM,,Pending
4447,Aaryahi,Sodhi,O,1973-10-09,Ahmedabad,Andhra Pradesh,Other,2018-10-11,Savings,5759.94,559,Defaulted,462.0,Business,4483473.59,12.92,60.0,2025-01-13,2030-01-13,Defaulted,603,2025-02-20 22:30:41,Transfer,6172.04,UPI,Flipkart,Success
4448,Chirag,Raj,F,1986-12-20,Mumbai,Manipur,Other,2024-10-09,Savings,301092.11,344,Closed,1578.0,Car,2587785.57,7.67,48.0,2022-02-26,2026-02-26,Active,17244,2024-05-30 06:52:56,Deposit,10199.73,Online,,Success
4449,Nayantara,Choudhury,M,1978-06-08,Ahmedabad,Manipur,Business,2020-12-02,Savings,370416.2,630,Defaulted,,,,,,,,,6651,2023-12-09 05:41:50,Withdrawal,460.06,Online,,Success
4450,Anvi,Hayer,F,1968-06-08,Bangalore,Himachal Pradesh,Student,2020-06-14,Fixed Deposit,265292.62,820,No Loan,,,,,,,,,12997,2024-04-22 17:40:44,Deposit,15424.0,Branch,,Success
4451,Madhup,Kanda,O,1965-09-07,Hyderabad,Chhattisgarh,Doctor,2023-12-08,Salary,184036.14,364,Active,1979.0,Education,1526076.63,13.26,36.0,2025-04-06,2028-04-06,Active,39785,2024-10-19 01:29:59,Deposit,1095.06,Online,,Success
4452,Neelofar,Kibe,O,1955-12-07,Pune,Madhya Pradesh,Retired,2019-10-02,Savings,328036.22,714,No Loan,,,,,,,,,17086,2024-11-15 08:46:26,Transfer,4033.6,UPI,Amazon,Success
4453,Diya,Rege,O,1969-08-29,Mumbai,Chhattisgarh,Other,2025-02-24,Salary,376651.69,329,Closed,,,,,,,,,18650,2024-09-08 03:57:43,Withdrawal,645.79,UPI,,Success
4454,Saira,Goyal,M,1962-03-28,Kolkata,Mizoram,Engineer,2020-04-26,Savings,78187.74,791,Active,,,,,,,,,39320,2024-09-26 15:01:41,Deposit,7549.23,UPI,,Success
4455,Purab,Venkataraman,O,1972-02-08,Hyderabad,Sikkim,Other,2017-06-12,Savings,244371.72,698,Active,,,,,,,,,46480,2025-02-25 14:59:18,Transfer,3878.49,ATM,Amazon,Success
4456,Siya,Jaggi,M,1989-11-29,Bangalore,Andhra Pradesh,Other,2021-01-15,Fixed Deposit,40680.34,629,Defaulted,954.0,Home,2246045.95,7.2,48.0,2024-03-20,2028-03-20,Closed,44489,2025-03-11 13:17:20,Withdrawal,17148.0,UPI,,Success
4457,Emir,Dara,M,1959-01-19,Pune,Jharkhand,Teacher,2025-05-31,Savings,438867.13,346,Closed,,,,,,,,,12062,2023-11-11 19:41:14,Deposit,27292.69,UPI,,Success
4458,Tanya,Sami,O,1971-12-02,Kolkata,Nagaland,Engineer,2019-12-02,Savings,165323.35,613,Defaulted,,,,,,,,,31886,2025-03-09 20:46:55,Withdrawal,9954.93,Online,,Success
4459,Yasmin,Lanka,O,1996-07-08,Delhi,Goa,Other,2025-07-15,Savings,451535.45,761,Active,290.0,Home,1624967.29,8.63,12.0,2022-04-08,2023-04-08,Active,37600,2024-03-02 09:54:57,Deposit,11603.65,Online,,Success
4459,Yasmin,Lanka,O,1996-07-08,Delhi,Goa,Other,2025-07-15,Savings,451535.45,761,Active,1044.0,Personal,4297076.35,12.39,24.0,2024-11-26,2026-11-26,Closed,37600,2024-03-02 09:54:57,Deposit,11603.65,Online,,Success
